Attributes,Adj Close,Close,High,Low,Open,Volume,30ma
Symbols,INO,INO,INO,INO,INO,INO,
Date,,,,,,,
2017-01-03,7.070000171661377,7.070000171661377,7.119999885559082,6.840000152587891,6.96999979019165,815800,
2017-01-04,7.329999923706055,7.329999923706055,7.369999885559082,6.96999979019165,7.03000020980835,1187000,
2017-01-05,7.380000114440918,7.380000114440918,7.440000057220459,7.239999771118164,7.329999923706055,663700,
2017-01-06,7.28000020980835,7.28000020980835,7.449999809265137,7.269999980926514,7.349999904632568,542700,
2017-01-09,7.25,7.25,7.369999885559082,7.079999923706055,7.320000171661377,776400,
2017-01-10,7.179999828338623,7.179999828338623,7.260000228881836,7.039999961853027,7.239999771118164,565900,
2017-01-11,7.050000190734863,7.050000190734863,7.239999771118164,6.949999809265137,7.179999828338623,1053300,
2017-01-12,7.03000020980835,7.03000020980835,7.150000095367432,6.880000114440918,6.980000019073486,803300,
2017-01-13,6.980000019073486,6.980000019073486,7.099999904632568,6.940000057220459,7.03000020980835,528600,
2017-01-17,6.699999809265137,6.699999809265137,6.900000095367432,6.610000133514404,6.869999885559082,1310600,
2017-01-18,6.739999771118164,6.739999771118164,6.769999980926514,6.599999904632568,6.699999809265137,555700,
2017-01-19,6.579999923706055,6.579999923706055,6.760000228881836,6.559999942779541,6.730000019073486,500100,
2017-01-20,6.28000020980835,6.28000020980835,6.590000152587891,6.269999980926514,6.559999942779541,1137200,
2017-01-23,5.980000019073486,5.980000019073486,6.289999961853027,5.900000095367432,6.28000020980835,1648000,
2017-01-24,6.190000057220459,6.190000057220459,6.199999809265137,5.849999904632568,6.050000190734863,990500,
2017-01-25,6.349999904632568,6.349999904632568,6.409999847412109,6.21999979019165,6.25,595300,
2017-01-26,6.210000038146973,6.210000038146973,6.429999828338623,6.190000057220459,6.360000133514404,517400,
2017-01-27,6.380000114440918,6.380000114440918,6.389999866485596,6.170000076293945,6.21999979019165,342900,
2017-01-30,6.150000095367432,6.150000095367432,6.329999923706055,6.079999923706055,6.329999923706055,570000,
2017-01-31,6.599999904632568,6.599999904632568,6.630000114440918,6.019999980926514,6.099999904632568,1044300,
2017-02-01,6.519999980926514,6.519999980926514,6.690000057220459,6.449999809265137,6.650000095367432,825000,
2017-02-02,6.579999923706055,6.579999923706055,6.710000038146973,6.460000038146973,6.590000152587891,599100,
2017-02-03,6.710000038146973,6.710000038146973,6.730000019073486,6.559999942779541,6.650000095367432,571600,
2017-02-06,6.519999980926514,6.519999980926514,6.71999979019165,6.429999828338623,6.659999847412109,772700,
2017-02-07,6.380000114440918,6.380000114440918,6.550000190734863,6.360000133514404,6.5,498300,
2017-02-08,6.389999866485596,6.389999866485596,6.460000038146973,6.210000038146973,6.349999904632568,689800,
2017-02-09,6.5,6.5,6.519999980926514,6.260000228881836,6.389999866485596,532000,
2017-02-10,6.389999866485596,6.389999866485596,6.590000152587891,6.380000114440918,6.5,444300,
2017-02-13,6.809999942779541,6.809999942779541,6.889999866485596,6.460000038146973,6.710000038146973,1463500,
2017-02-14,6.860000133514404,6.860000133514404,6.940000057220459,6.690000057220459,6.789999961853027,690800,6.679000012079874
2017-02-15,7.010000228881836,7.010000228881836,7.019999980926514,6.78000020980835,6.849999904632568,595300,6.677000013987223
2017-02-16,7.0,7.0,7.159999847412109,6.869999885559082,7.050000190734863,850000,6.666000016530355
2017-02-17,6.960000038146973,6.960000038146973,7.0,6.78000020980835,6.96999979019165,561800,6.652000013987223
2017-02-21,6.800000190734863,6.800000190734863,6.989999771118164,6.789999961853027,6.960000038146973,638500,6.63600001335144
2017-02-22,6.599999904632568,6.599999904632568,6.800000190734863,6.599999904632568,6.769999980926514,484700,6.6143333435058596
2017-02-23,6.900000095367432,6.900000095367432,7.21999979019165,6.809999942779541,6.860000133514404,1263700,6.605000019073486
2017-02-24,6.679999828338623,6.679999828338623,6.909999847412109,6.550000190734863,6.889999866485596,896300,6.592666673660278
2017-02-27,7.170000076293945,7.170000076293945,7.179999828338623,6.71999979019165,6.820000171661377,1304500,6.597333335876465
2017-02-28,7.050000190734863,7.050000190734863,7.170000076293945,6.920000076293945,7.139999866485596,836500,6.599666674931844
2017-03-01,7.070000171661377,7.070000171661377,7.230000019073486,7.039999961853027,7.150000095367432,681400,6.612000020345052
2017-03-02,6.880000114440918,6.880000114440918,7.150000095367432,6.849999904632568,7.050000190734863,548500,6.616666698455811
2017-03-03,6.949999809265137,6.949999809265137,6.980000019073486,6.809999942779541,6.880000114440918,478000,6.629000027974446
2017-03-06,6.840000152587891,6.840000152587891,6.989999771118164,6.820000171661377,6.880000114440918,442400,6.647666692733765
2017-03-07,6.639999866485596,6.639999866485596,6.860000133514404,6.610000133514404,6.820000171661377,824400,6.669666687647502
2017-03-08,6.650000095367432,6.650000095367432,6.820000171661377,6.610000133514404,6.659999847412109,918500,6.6850000222524
2017-03-09,6.610000133514404,6.610000133514404,6.699999809265137,6.5,6.630000114440918,634600,6.693666696548462
2017-03-10,6.679999828338623,6.679999828338623,6.730000019073486,6.5,6.659999847412109,551500,6.709333356221517
2017-03-13,6.699999809265137,6.699999809265137,6.769999980926514,6.610000133514404,6.690000057220459,449100,6.720000012715658
2017-03-14,6.610000133514404,6.610000133514404,6.730000019073486,6.599999904632568,6.659999847412109,537900,6.735333347320557
2017-03-15,6.869999885559082,6.869999885559082,6.880000114440918,6.599999904632568,6.610000133514404,775800,6.7443333466847735
2017-03-16,6.210000038146973,6.210000038146973,6.590000152587891,6.050000190734863,6.550000190734863,2419800,6.734000015258789
2017-03-17,6.130000114440918,6.130000114440918,6.21999979019165,6.039999961853027,6.099999904632568,1196400,6.719000021616618
2017-03-20,6.099999904632568,6.099999904632568,6.139999866485596,6.0,6.099999904632568,806500,6.698666683832804
2017-03-21,5.860000133514404,5.860000133514404,6.199999809265137,5.849999904632568,6.099999904632568,1427900,6.676666688919068
2017-03-22,5.920000076293945,5.920000076293945,6.050000190734863,5.829999923706055,5.900000095367432,810500,6.661333354314168
2017-03-23,5.949999809265137,5.949999809265137,6.070000171661377,5.869999885559082,5.920000076293945,580300,6.646666685740153
2017-03-24,6.050000190734863,6.050000190734863,6.070000171661377,5.920000076293945,5.960000038146973,631500,6.631666692097982
2017-03-27,6.260000228881836,6.260000228881836,6.289999961853027,5.920000076293945,5.949999809265137,721100,6.627333370844523
2017-03-28,6.400000095367432,6.400000095367432,6.5,6.150000095367432,6.269999980926514,1354100,6.61366670926412
2017-03-29,6.570000171661377,6.570000171661377,6.610000133514404,6.349999904632568,6.440000057220459,902000,6.604000043869019
2017-03-30,6.539999961853027,6.539999961853027,6.610000133514404,6.449999809265137,6.570000171661377,724500,6.588333368301392
2017-03-31,6.619999885559082,6.619999885559082,6.659999847412109,6.420000076293945,6.550000190734863,790800,6.5756666978200276
2017-04-03,6.360000133514404,6.360000133514404,6.71999979019165,6.349999904632568,6.630000114440918,822000,6.555666700998942
2017-04-04,6.25,6.25,6.400000095367432,6.21999979019165,6.360000133514404,574300,6.5373333613077795
2017-04-05,6.039999961853027,6.039999961853027,6.28000020980835,6.019999980926514,6.210000038146973,714200,6.518666696548462
2017-04-06,6.070000171661377,6.070000171661377,6.150000095367432,5.980000019073486,6.03000020980835,591000,6.491000032424926
2017-04-07,6.260000228881836,6.260000228881836,6.260000228881836,5.980000019073486,6.03000020980835,650900,6.477000045776367
2017-04-10,6.170000076293945,6.170000076293945,6.320000171661377,6.130000114440918,6.25,469400,6.443666712443034
2017-04-11,6.150000095367432,6.150000095367432,6.25,6.079999923706055,6.170000076293945,578900,6.4136667092641195
2017-04-12,6.070000171661377,6.070000171661377,6.179999828338623,6.010000228881836,6.130000114440918,576400,6.380333375930786
2017-04-13,6.090000152587891,6.090000152587891,6.150000095367432,5.96999979019165,6.059999942779541,496700,6.354000043869019
2017-04-17,6.139999866485596,6.139999866485596,6.179999828338623,6.079999923706055,6.099999904632568,385500,6.3270000457763675
2017-04-18,6.119999885559082,6.119999885559082,6.139999866485596,6.0,6.099999904632568,485700,6.303000036875407
2017-04-19,6.099999904632568,6.099999904632568,6.230000019073486,6.059999942779541,6.150000095367432,413700,6.285000038146973
2017-04-20,6.130000114440918,6.130000114440918,6.210000038146973,6.079999923706055,6.110000133514404,431800,6.267666705449423
2017-04-21,6.269999980926514,6.269999980926514,6.320000171661377,6.079999923706055,6.139999866485596,613000,6.256333367029826
2017-04-24,6.53000020980835,6.53000020980835,6.539999961853027,6.289999961853027,6.329999923706055,1156000,6.251333379745484
2017-04-25,6.789999961853027,6.789999961853027,6.880000114440918,6.53000020980835,6.579999923706055,1351200,6.254333384831747
2017-04-26,6.670000076293945,6.670000076293945,6.849999904632568,6.650000095367432,6.800000190734863,868700,6.256333382924398
2017-04-27,6.429999828338623,6.429999828338623,6.71999979019165,6.409999847412109,6.679999828338623,672000,6.241666714350383
2017-04-28,6.289999961853027,6.289999961853027,6.449999809265137,6.21999979019165,6.429999828338623,603000,6.244333378473917
